fico, loanRateDiff, loanTimeRemaining, isInCurrentOrder, noFee, loanType, purpose, loanAmountRequested, title, loanAmtRemaining, primeUnfundedAmount, alreadyInvestedIn, loanGrade, searchrank, loan_status, hasCosigner, isWholeLoan, primeFractions, wholeLoanTimeRemaining, alreadySelected, loanUnfundedAmount, loanAmt, loanLength, loanGUID, amountToInvest, primeTotalInvestment, loanRate, primeMarkedInvestment, 
685-689, .00, 1060254817, false, 0, Personal, debt_consolidation, 10000, Debt consolidation, 2425, 0, false, A5, -1, INFUNDING, false, 0, 0, -78835183, false, 2400, 10000, 36, 70620378, 0, 0, 7.89, 0, 
685-689, .00, 1200630817, false, 0, Personal, major_purchase, 5000, Major purchase, 2550, 0, false, B4, -1, INFUNDING, false, 0, 0, -6835183, false, 2525, 5000, 36, 70581323, 0, 0, 10.75, 0, 
715-719, .00, 1187611817, false, 0, Personal, debt_consolidation, 12950, Debt consolidation, 2600, 0, false, C1, -1, INFUNDING, false, 0, 0, -21235183, false, 2575, 12950, 36, 70561153, 0, 0, 11.99, 0, 
690-694, .00, 1136909817, false, 0, Personal, debt_consolidation, 17575, Debt consolidation, 2675, 0, false, C1, -1, INFUNDING, false, 0, 0, -35635183, false, 2650, 17575, 36, 70760734, 0, 0, 11.99, 0, 
685-689, .00, 1198645817, false, 0, Personal, moving, 5000, Moving and relocation, 2750, 0, false, C1, -1, INFUNDING, false, 0, 0, -6835183, false, 2725, 5000, 36, 70611283, 0, 0, 11.99, 0, 
670-674, .00, 1056317817, false, 0, Personal, debt_consolidation, 11250, Debt consolidation, 3025, 0, false, F5, -1, INFUNDING, false, 0, 0, -122035183, false, 3000, 11250, 60, 70730359, 0, 0, 26.57, 0, 
675-679, .00, 1183768817, false, 0, Personal, debt_consolidation, 9000, Debt consolidation, 3050, 0, false, C2, -1, INFUNDING, false, 0, 0, -21235183, false, 3025, 9000, 36, 70641106, 0, 0, 12.99, 0, 
660-664, .00, 1175020817, false, 0, Personal, debt_consolidation, 7200, Debt consolidation, 3050, 0, false, B4, -1, INFUNDING, false, 0, 0, -21235183, false, 3050, 7200, 36, 70671208, 0, 0, 10.75, 0, 
710-714, .00, 1092511817, false, 0, Personal, credit_card, 19000, Credit card refinancing, 3075, 0, false, A4, -1, INFUNDING, false, 0, 0, -107635183, false, 3075, 19000, 36, 70650455, 0, 0, 7.39, 0, 
720-724, .00, 1187082817, false, 0, Personal, other, 8400, Other, 3275, 0, false, E2, -1, INFUNDING, false, 0, 0, -21235183, false, 3275, 8400, 36, 70641126, 0, 0, 20.75, 0, 
725-729, .00, 1008300817, false, 0, Personal, debt_consolidation, 14400, Debt consolidation, 3275, 0, false, C1, -1, INFUNDING, false, 0, 0, -150835183, false, 3275, 14400, 60, 69763407, 0, 0, 11.99, 0, 
725-729, .00, 1112275817, false, 0, Personal, major_purchase, 6500, Major purchase, 3325, 0, false, A1, -1, INFUNDING, false, 0, 0, -50035183, false, 3325, 6500, 36, 70760770, 0, 0, 5.32, 0, 
670-674, .00, 1195538817, false, 0, Personal, debt_consolidation, 6000, Debt consolidation, 3550, 0, false, C1, -1, INFUNDING, false, 0, 0, -6835183, false, 3550, 6000, 36, 70671454, 0, 0, 11.99, 0, 
700-704, .00, 968307817, false, 0, Personal, debt_consolidation, 16250, Debt consolidation, 3550, 0, false, D2, -1, INFUNDING, false, 0, 0, -165235183, false, 3550, 16250, 60, 70122526, 0, 0, 16.59, 0, 
680-684, .00, 1131687817, false, 0, Personal, debt_consolidation, 6400, Debt consolidation, 3550, 0, false, A5, -1, INFUNDING, false, 0, 0, -35635183, false, 3550, 6400, 36, 68998148, 0, 0, 7.89, 0, 
665-669, .00, 1194064817, false, 0, Personal, debt_consolidation, 6400, Debt consolidation, 3700, 0, false, C2, -1, INFUNDING, false, 0, 0, -6835183, false, 3700, 6400, 36, 70711159, 0, 0, 12.99, 0, 
740-744, .00, 1201141817, false, 0, Personal, debt_consolidation, 6000, Debt consolidation, 3725, 0, false, A3, -1, INFUNDING, false, 0, 0, -6835183, false, 3700, 6000, 36, 70581356, 0, 0, 6.97, 0, 
680-684, .00, 1179248817, false, 0, Personal, credit_card, 10000, Credit card refinancing, 3725, 0, false, C1, -1, INFUNDING, false, 0, 0, -21235183, false, 3700, 10000, 36, 70721074, 0, 0, 11.99, 0, 
660-664, .00, 1188188817, false, 0, Personal, debt_consolidation, 6400, Debt consolidation, 3725, 0, false, C1, -1, INFUNDING, false, 0, 0, -6835183, false, 3725, 6400, 36, 70361516, 0, 0, 11.99, 0, 
710-714, .00, 1180205817, false, 0, Personal, debt_consolidation, 16000, 3800, 0, false, C1, -1, INFUNDING, false, 0, 0, -21235183, false, 3775, 16000, 36, 69677502, 0, 0, 11.99, 0, 
680-684, .00, 1006971817, false, 0, Personal, other, 11825, Other, 3800, 0, false, F3, -1, INFUNDING, false, 0, 0, -150835183, false, 3800, 11825, 60, 70260345, 0, 0, 24.24, 0, 
715-719, .00, 1202444817, false, 0, Personal, credit_card, 10000, Credit card refinancing, 3825, 0, false, B4, -1, INFUNDING, false, 0, 0, -6835183, false, 3825, 10000, 36, 70601380, 0, 0, 10.75, 0, 
685-689, .00, 1124754817, false, 0, Personal, other, 10000, Other, 3875, 0, false, B5, -1, INFUNDING, false, 0, 0, -35635183, false, 3850, 10000, 36, 70770979, 0, 0, 11.47, 0, 
665-669, .00, 1178688817, false, 0, Personal, credit_card, 7500, Credit card refinancing, 3950, 0, false, C2, -1, INFUNDING, false, 0, 0, -21235183, false, 3950, 7500, 36, 70701113, 0, 0, 12.99, 0, 
715-719, .00, 1196704817, false, 0, Personal, credit_card, 6500, Credit card refinancing, 3950, 0, false, C2, -1, INFUNDING, false, 0, 0, -6835183, false, 3950, 6500, 36, 70571252, 0, 0, 12.99, 0, 
660-664, .00, 1126406817, false, 0, Personal, credit_card, 15000, Credit card refinancing, 3975, 0, false, C3, -1, INFUNDING, false, 0, 0, -78835183, false, 3975, 15000, 60, 70560868, 0, 0, 13.67, 0, 
680-684, .00, 1111322817, false, 0, Personal, debt_consolidation, 7000, Debt consolidation, 4075, 0, false, A4, -1, INFUNDING, false, 0, 0, -50035183, false, 4075, 7000, 36, 70660567, 0, 0, 7.39, 0, 
660-664, .00, 1125050817, false, 0, Personal, credit_card, 10000, Credit card refinancing, 4125, 0, false, B2, -1, INFUNDING, false, 0, 0, -35635183, false, 4125, 10000, 36, 70620606, 0, 0, 9.16, 0, 
665-669, .00, 1184744817, false, 0, Personal, small_business, 13200, Business, 4175, 0, false, D3, -1, INFUNDING, false, 0, 0, -21235183, false, 4175, 13200, 36, 70551425, 0, 0, 18.25, 0, 
700-704, .00, 997734817, false, 0, Personal, debt_consolidation, 18925, Debt consolidation, 4200, 0, false, F5, -1, INFUNDING, false, 0, 0, -165235183, false, 4175, 18925, 60, 70301502, 0, 0, 26.06, 0, 
680-684, .00, 1180377817, false, 0, Personal, debt_consolidation, 7900, Debt consolidation, 4225, 0, false, C2, -1, INFUNDING, false, 0, 0, -21235183, false, 4225, 7900, 36, 68886065, 0, 0, 12.99, 0, 
670-674, .00, 1199166817, false, 0, Personal, debt_consolidation, 15000, Debt consolidation, 4275, 0, false, C3, -1, INFUNDING, false, 0, 0, -6835183, false, 4275, 15000, 36, 70621222, 0, 0, 13.67, 0, 
695-699, .00, 1176605817, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 4350, 0, false, C2, -1, INFUNDING, false, 0, 0, -21235183, false, 4350, 35000, 36, 70741006, 0, 0, 12.99, 0, 
665-669, .00, 1195689817, false, 0, Personal, debt_consolidation, 8000, Debt consolidation, 4350, 0, false, D4, -1, INFUNDING, false, 0, 0, -6835183, false, 4350, 8000, 36, 70771493, 0, 0, 18.99, 0, 
670-674, .00, 959618817, false, 0, Personal, debt_consolidation, 10250, Debt consolidation, 4375, 0, false, E3, -1, INFUNDING, false, 0, 0, -165235183, false, 4375, 10250, 60, 70103329, 0, 0, 19.89, 0, 
675-679, .00, 1126286817, false, 0, Personal, credit_card, 10000, Credit card refinancing, 4425, 0, false, B1, -1, INFUNDING, false, 0, 0, -35635183, false, 4425, 10000, 36, 70246332, 0, 0, 8.39, 0, 
695-699, .00, 1192467817, false, 0, Personal, debt_consolidation, 7800, Debt consolidation, 4425, 0, false, B2, -1, INFUNDING, false, 0, 0, -6835183, false, 4425, 7800, 36, 70641189, 0, 0, 9.16, 0, 
670-674, .00, 1201896817, false, 0, Personal, debt_consolidation, 7200, Debt consolidation, 4425, 0, false, C1, -1, INFUNDING, false, 0, 0, -6835183, false, 4425, 7200, 36, 69594310, 0, 0, 11.99, 0, 
665-669, .00, 1185657817, false, 0, Personal, credit_card, 8000, 4425, 0, false, B1, -1, INFUNDING, false, 0, 0, -21235183, false, 4425, 8000, 36, 70242296, 0, 0, 8.39, 0, 
665-669, .00, 961705817, false, 0, Personal, debt_consolidation, 10000, Debt consolidation, 4450, 0, false, C2, -1, INFUNDING, false, 0, 0, -165235183, false, 4450, 10000, 60, 70311430, 0, 0, 12.88, 0, 
665-669, .00, 1191120817, false, 0, Personal, credit_card, 23000, Credit card refinancing, 4500, 0, false, D1, -1, INFUNDING, false, 0, 0, -6835183, false, 4500, 23000, 60, 70731127, 0, 0, 16.29, 0, 
695-699, .00, 946573817, false, 0, Personal, credit_card, 10000, 4525, 0, false, B5, -1, INFUNDING, false, 0, 0, -208435183, false, 4525, 10000, 60, 70281148, 0, 0, 11.48, 0, 
685-689, .00, 1142085817, false, 0, Personal, other, 10000, Other, 4625, 0, false, B3, -1, INFUNDING, false, 0, 0, -35635183, false, 4600, 10000, 36, 70560988, 0, 0, 9.75, 0, 
710-714, .00, 960436817, false, 0, Personal, debt_consolidation, 13800, Debt consolidation, 4650, 0, false, E3, -1, INFUNDING, false, 0, 0, -165235183, false, 4650, 13800, 60, 69913507, 0, 0, 19.89, 0, 
670-674, .00, 1132279817, false, 0, Personal, debt_consolidation, 21000, Debt consolidation, 4775, 0, false, G5, -1, INFUNDING, false, 0, 0, -35635183, false, 4750, 21000, 60, 70710830, 0, 0, 28.99, 0, 
665-669, .00, 962069817, false, 0, Personal, debt_consolidation, 11525, Debt consolidation, 4800, 0, false, F4, -1, INFUNDING, false, 0, 0, -165235183, false, 4800, 11525, 60, 70501448, 0, 0, 25.09, 0, 
660-664, .00, 952070817, false, 0, Personal, debt_consolidation, 12225, Debt consolidation, 5025, 0, false, F1, -1, INFUNDING, false, 0, 0, -208435183, false, 5025, 12225, 60, 69636677, 0, 0, 22.45, 0, 
690-694, .00, 1039294817, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 5025, 0, false, A5, -1, INFUNDING, false, 0, 0, -165235183, false, 5025, 25000, 36, 70590214, 0, 0, 7.89, 0, 
680-684, .00, 1131750817, false, 0, Personal, car, 16000, Car financing, 5050, 0, false, D3, -1, INFUNDING, false, 0, 0, -35635183, false, 5050, 16000, 60, 69060516, 0, 0, 18.25, 0, 
730-734, .00, 954824817, false, 0, Personal, credit_card, 12000, Credit card refinancing, 5075, 0, false, B5, -1, INFUNDING, false, 0, 0, -208435183, false, 5075, 12000, 60, 70013345, 0, 0, 11.48, 0, 
705-709, .00, 1191734817, false, 0, Personal, debt_consolidation, 8000, Debt consolidation, 5125, 0, false, B1, -1, INFUNDING, false, 0, 0, -6835183, false, 5125, 8000, 36, 70781084, 0, 0, 8.39, 0, 
715-719, .00, 1183488817, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 5175, 0, false, C5, -1, INFUNDING, false, 0, 0, -21235183, false, 5150, 20000, 36, 70561055, 0, 0, 15.31, 0, 
690-694, .00, 1004905817, false, 0, Personal, debt_consolidation, 25000, Debt consolidation, 5225, 0, false, C5, -1, INFUNDING, false, 0, 0, -150835183, false, 5225, 25000, 60, 68415395, 0, 0, 14.85, 0, 
695-699, .00, 1191901817, false, 0, Personal, debt_consolidation, 9000, Debt consolidation, 5400, 0, false, B2, -1, INFUNDING, false, 0, 0, -6835183, false, 5375, 9000, 36, 70761258, 0, 0, 9.16, 0, 
690-694, .00, 1009694817, false, 0, Personal, credit_card, 13500, Credit card refinancing, 5500, 0, false, D3, -1, INFUNDING, false, 0, 0, -150835183, false, 5500, 13500, 60, 70351628, 0, 0, 17.27, 0, 
690-694, .00, 1177075817, false, 0, Personal, home_improvement, 10000, Home improvement, 5575, 0, false, B1, -1, INFUNDING, false, 0, 0, -21235183, false, 5575, 10000, 36, 70260191, 0, 0, 8.49, 0, 
665-669, .00, 987406817, false, 0, Personal, major_purchase, 10000, Major purchase, 5825, 0, false, E1, -1, INFUNDING, false, 0, 0, -165235183, false, 5825, 10000, 60, 70421476, 0, 0, 18.99, 0, 
745-749, .00, 1112457817, false, 0, Personal, credit_card, 10450, Credit card refinancing, 5875, 0, false, A2, -1, INFUNDING, false, 0, 0, -50035183, false, 5850, 10450, 36, 70580791, 0, 0, 6.49, 0, 
765-769, .00, 922109817, false, 0, Personal, debt_consolidation, 20875, Debt consolidation, 5900, 0, false, F1, -1, INFUNDING, false, 0, 0, -237235183, false, 5875, 20875, 60, 70103076, 0, 0, 22.45, 0, 
690-694, .00, 968539817, false, 0, Personal, debt_consolidation, 26400, Debt consolidation, 5875, 0, false, B4, -1, INFUNDING, false, 0, 0, -165235183, false, 5875, 26400, 60, 70451417, 0, 0, 10.78, 0, 
675-679, .00, 1051419817, false, 0, Personal, credit_card, 30000, Credit card refinancing, 5950, 0, false, D4, -1, INFUNDING, false, 0, 0, -122035183, false, 5950, 30000, 60, 70140131, 0, 0, 18.99, 0, 
755-759, .00, 937172817, false, 0, Personal, home_improvement, 28000, Home improvement, 6000, 0, false, D4, -1, INFUNDING, false, 0, 0, -222835183, false, 6000, 28000, 60, 69472584, 0, 0, 17.97, 0, 
670-674, .00, 974230817, false, 0, Personal, debt_consolidation, 10000, Debt consolidation, 6025, 0, false, D3, -1, INFUNDING, false, 0, 0, -208435183, false, 6025, 10000, 60, 70481490, 0, 0, 17.27, 0, 
660-664, .00, 1200539817, false, 0, Personal, debt_consolidation, 12000, Debt consolidation, 6050, 0, false, B5, -1, INFUNDING, false, 0, 0, -6835183, false, 6050, 12000, 36, 70130337, 0, 0, 11.47, 0, 
660-664, .00, 1187397817, false, 0, Personal, debt_consolidation, 19500, Debt consolidation, 6075, 0, false, C1, -1, INFUNDING, false, 0, 0, -21235183, false, 6075, 19500, 36, 70551457, 0, 0, 11.99, 0, 
665-669, .00, 1112786817, false, 0, Personal, debt_consolidation, 11200, Debt consolidation, 6125, 0, false, E4, -1, INFUNDING, false, 0, 0, -93235183, false, 6125, 11200, 60, 70331711, 0, 0, 21.97, 0, 
665-669, .00, 1113237817, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 6200, 0, false, E1, -1, INFUNDING, false, 0, 0, -93235183, false, 6200, 35000, 60, 70610705, 0, 0, 19.99, 0, 
690-694, .00, 1190537817, false, 0, Personal, debt_consolidation, 20000, Debt consolidation, 6225, 0, false, C3, -1, INFUNDING, false, 0, 0, -6835183, false, 6225, 20000, 60, 70751048, 0, 0, 13.67, 0, 
665-669, .00, 1180973817, false, 0, Personal, credit_card, 10000, Credit card refinancing, 6300, 0, false, B1, -1, INFUNDING, false, 0, 0, -21235183, false, 6300, 10000, 36, 69495592, 0, 0, 8.39, 0, 
700-704, .00, 1101072817, false, 0, Personal, debt_consolidation, 15000, Debt consolidation, 6350, 0, false, A3, -1, INFUNDING, false, 0, 0, -107635183, false, 6325, 15000, 36, 70610550, 0, 0, 6.97, 0, 
730-734, .00, 1195339817, false, 0, Personal, debt_consolidation, 35000, Debt consolidation, 6350, 0, false, C1, -1, INFUNDING, false, 0, 0, -6835183, false, 6350, 35000, 36, 70721218, 0, 0, 11.99, 0, 
665-669, .00, 1201023817, false, 0, Personal, debt_consolidation, 10500, Debt consolidation, 6350, 0, false, D4, -1, INFUNDING, false, 0, 0, -6835183, false, 6350, 10500, 36, 70721273, 0, 0, 18.99, 0, 
685-689, .00, 997307817, false, 0, Personal, debt_consolidation, 11250, Debt consolidation, 6375, 0, false, E3, -1, INFUNDING, false, 0, 0, -165235183, false, 6375, 11250, 60, 68851411, 0, 0, 19.89, 0, 
725-729, .00, 954606817, false, 0, Personal, major_purchase, 11000, Major purchase, 6400, 0, false, B3, -1, INFUNDING, false, 0, 0, -208435183, false, 6400, 11000, 60, 70012543, 0, 0, 9.80, 0, 
665-669, .00, 950928817, false, 0, Personal, credit_card, 14000, Credit card refinancing, 6450, 0, false, F2, -1, INFUNDING, false, 0, 0, -208435183, false, 6450, 14000, 60, 70301243, 0, 0, 23.13, 0, 
665-669, .00, 1189353817, false, 0, Personal, debt_consolidation, 30000, Debt consolidation, 6475, 0, false, D1, -1, INFUNDING, false, 0, 0, -6835183, false, 6475, 30000, 36, 70721152, 0, 0, 16.29, 0, 
690-694, .00, 1169495817, false, 0, Personal, debt_consolidation, 12000, Debt consolidation, 6475, 0, false, B5, -1, INFUNDING, false, 0, 0, -35635183, false, 6475, 12000, 36, 70372292, 0, 0, 11.47, 0, 
660-664, .00, 1194106817, false, 0, Personal, debt_consolidation, 10000, Debt consolidation, 6475, 0, false, D1, -1, INFUNDING, false, 0, 0, -6835183, false, 6475, 10000, 36, 70611220, 0, 0, 16.29, 0, 
710-714, .00, 1183083817, false, 0, Personal, debt_consolidation, 9600, Debt consolidation, 6850, 0, false, A2, -1, INFUNDING, false, 0, 0, -21235183, false, 6825, 9600, 36, 70060425, 0, 0, 6.49, 0, 
730-734, .00, 1124208817, false, 0, Personal, debt_consolidation, 15000, Debt consolidation, 6825, 0, false, B5, -1, INFUNDING, false, 0, 0, -78835183, false, 6825, 15000, 60, 70770973, 0, 0, 11.47, 0, 
705-709, .00, 962712817, false, 0, Personal, debt_consolidation, 10550, Debt consolidation, 6875, 0, false, F2, -1, INFUNDING, false, 0, 0, -165235183, false, 6875, 10550, 60, 70411369, 0, 0, 23.13, 0, 
720-724, .00, 1190058817, false, 0, Personal, credit_card, 10000, Credit card refinancing, 6900, 0, false, B5, -1, INFUNDING, false, 0, 0, -6835183, false, 6900, 10000, 36, 70581246, 0, 0, 11.47, 0, 
670-674, .00, 1197022817, false, 0, Personal, credit_card, 9500, Credit card refinancing, 6900, 0, false, B2, -1, INFUNDING, false, 0, 0, -6835183, false, 6900, 9500, 36, 70551564, 0, 0, 9.16, 0, 
755-759, .00, 1134629817, false, 0, Personal, debt_consolidation, 10800, Debt consolidation, 7000, 0, false, A4, -1, INFUNDING, false, 0, 0, -35635183, false, 7000, 10800, 36, 70640931, 0, 0, 7.39, 0, 
665-669, .00, 934882817, false, 0, Personal, home_improvement, 10000, Home improvement, 7025, 0, false, C4, -1, INFUNDING, false, 0, 0, -222835183, false, 7025, 10000, 60, 70222965, 0, 0, 13.99, 0, 
680-684, .00, 960336817, false, 0, Personal, credit_card, 12000, Credit card refinancing, 7100, 0, false, C2, -1, INFUNDING, false, 0, 0, -165235183, false, 7100, 12000, 60, 70341348, 0, 0, 12.88, 0, 
665-669, .00, 974730817, false, 0, Personal, credit_card, 12000, Credit card refinancing, 7125, 0, false, C4, -1, INFUNDING, false, 0, 0, -165235183, false, 7125, 12000, 60, 70002023, 0, 0, 13.99, 0, 
665-669, .00, 930176817, false, 0, Personal, home_improvement, 11200, Home improvement, 7150, 0, false, C2, -1, INFUNDING, false, 0, 0, -222835183, false, 7150, 11200, 60, 69983323, 0, 0, 12.88, 0, 
665-669, .00, 1188949817, false, 0, Personal, credit_card, 10000, Credit card refinancing, 7225, 0, false, B5, -1, INFUNDING, false, 0, 0, -6835183, false, 7225, 10000, 36, 70591158, 0, 0, 11.47, 0, 
695-699, .00, 1119728817, false, 0, Personal, credit_card, 10800, Credit card refinancing, 7225, 0, false, A5, -1, INFUNDING, false, 0, 0, -78835183, false, 7225, 10800, 36, 70760853, 0, 0, 7.89, 0, 
715-719, .00, 1188350817, false, 0, Personal, debt_consolidation, 9600, Debt consolidation, 7275, 0, false, A4, -1, INFUNDING, false, 0, 0, -6835183, false, 7275, 9600, 36, 70481912, 0, 0, 7.39, 0, 
690-694, .00, 1048027817, false, 0, Personal, debt_consolidation, 12000, Debt consolidation, 7350, 0, false, A3, -1, INFUNDING, false, 0, 0, -78835183, false, 7325, 12000, 36, 70640313, 0, 0, 6.97, 0, 
685-689, .00, 1097853817, false, 0, Personal, credit_card, 10550, Credit card refinancing, 7325, 0, false, A3, -1, INFUNDING, false, 0, 0, -64435183, false, 7325, 10550, 36, 70720536, 0, 0, 6.97, 0, 
665-669, .00, 1093337817, false, 0, Personal, debt_consolidation, 10000, Debt consolidation, 7350, 0, false, D1, -1, INFUNDING, false, 0, 0, -107635183, false, 7350, 10000, 60, 70620476, 0, 0, 16.29, 0, 
665-669, .00, 1193428817, false, 0, Personal, home_improvement, 10000, Home improvement, 7400, 0, false, B3, -1, INFUNDING, false, 0, 0, -6835183, false, 7400, 10000, 36, 70641204, 0, 0, 9.75, 0, 
670-674, .00, 1188835817, false, 0, Personal, other, 10000, Other, 7400, 0, false, B4, -1, INFUNDING, false, 0, 0, -6835183, false, 7400, 10000, 36, 70730569, 0, 0, 10.75, 0, 
665-669, .00, 945359817, false, 0, Personal, credit_card, 12000, Credit card refinancing, 7475, 0, false, F2, -1, INFUNDING, false, 0, 0, -208435183, false, 7475, 12000, 60, 70521149, 0, 0, 23.13, 0, 
660-664, .00, 1147533817, false, 0, Personal, credit_card, 10000, Credit card refinancing, 7475, 0, false, C1, -1, INFUNDING, false, 0, 0, -35635183, false, 7475, 10000, 60, 69862365, 0, 0, 11.99, 0, 
705-709, .00, 1189873817, false, 0, Personal, moving, 10000, Moving and relocation, 7500, 0, false, C2, -1, INFUNDING, false, 0, 0, -6835183, false, 7500, 10000, 36, 70700937, 0, 0, 12.99, 0, 
660-664, .00, 1200682817, false, 0, Personal, credit_card, 10000, Credit card refinancing, 7500, 0, false, B5, -1, INFUNDING, false, 0, 0, -6835183, false, 7500, 10000, 36, 70661299, 0, 0, 11.47, 0, 
660-664, .00, 1014939817, false, 0, Personal, small_business, 11000, Business, 7500, 0, false, D3, -1, INFUNDING, false, 0, 0, -150835183, false, 7500, 11000, 60, 70024843, 0, 0, 17.27, 0, 
690-694, .00, 960421817, false, 0, Personal, credit_card, 12000, Credit card refinancing, 7500, 0, false, D1, -1, INFUNDING, false, 0, 0, -165235183, false, 7500, 12000, 60, 69307506, 0, 0, 15.77, 0, 
695-699, .00, 1144615817, false, 0, Personal, debt_consolidation, 15000, Debt consolidation, 7550, 0, false, B3, -1, INFUNDING, false, 0, 0, -35635183, false, 7525, 15000, 36, 70030259, 0, 0, 9.75, 0, 
730-734, .00, 1012938816, false, 0, Personal, major_purchase, 16000, Major purchase, 7525, 0, false, C4, -1, INFUNDING, false, 0, 0, -150835184, false, 7525, 16000, 60, 70521665, 0, 0, 13.99, 0, 
660-664, .00, 1201087816, false, 0, Personal, other, 10000, Other, 7575, 0, false, E2, -1, INFUNDING, false, 0, 0, -6835184, false, 7575, 10000, 36, 70671524, 0, 0, 20.75, 0, 
675-679, .00, 1184732816, false, 0, Personal, debt_consolidation, 15300, Debt consolidation, 7600, 0, false, E3, -1, INFUNDING, false, 0, 0, -21235184, false, 7600, 15300, 36, 70571107, 0, 0, 21.18, 0, 
